State,Station_Number,Station_Name,Station_WMO,Latitude,Longitude,ZIP Codes,FIPS,SUBGRID,el_src_h1,el_sit_h1,el_sit_sub_h1,el_del_h1,el_src_c1,el_sit_c1,el_sit_sub_c1,el_del_c1,ng_src_h1,ng_sit_h1,ng_del_h1,ng_src_c1,ng_sit_c1,ng_del_c1,el_src_h2,el_sit_h2,el_sit_sub_h2,el_del_h2,el_src_c2,el_sit_c2,el_sit_sub_c2,el_del_c2,ng_src_h2,ng_sit_h2,ng_del_h2,ng_src_c2,ng_sit_c2,ng_del_c2,el_sit_t1,ng_sit_t1,el_sit_t2,ng_sit_t2,STATE,h1_emissions,c1_emissions,t1_emissions,h2_emissions,c2_emissions,t2_emissions,h1_cost,c1_cost,t1_cost,h2_cost,c2_cost,t2_cost,emissions_comparison,cost_comparison,h1_cop,elec_price,ng_price,ratio_price,grid_emissions
AL,G0100990,Montgomery Dannelly Field,722260,32.3,-86.4,36043,1099,SRSO,4.05,1.28,0.215,4.16,8.68,2.74,0.055,17.47,0,0,0,0,0,0,0,0,0.21,0,8.26,2.61,0.03,17.63,4.8,4.43,4.21,0,0,0,33.71,18.94,32.27,23.37,AL,0.000192614,0.000353018,0.000545632,0.000222159,0.000336269,0.000558428,0.034987981,0.074896148,0.109884129,0.064824495,0.071342681,0.136167176,-0.022914894,-0.19302043,3.25,28.83939039,15.43876567,1.867985499,0.129
AL,G0101010,Maxwell Afb,722265,32.38,-86.35,36112,1101,SRSO,5.74,1.81,0.245,5.3,10.84,3.42,0.075,21.74,0,0,0,0,0,0,0,0,0.23,0,10.31,3.26,0.04,21.93,6.14,5.66,5.38,0,0,0,34.98,18.94,32.95,24.6,AL,0.000264764,0.000440628,0.000705392,0.000283842,0.000420014,0.000703856,0.049475193,0.093483513,0.142958705,0.08282317,0.089110015,0.171933185,0.002181522,-0.168521741,2.928176796,28.83939039,15.43876567,1.867985499,0.129
AL,G0101030,Huntsville Intl Jones Field,723230,34.65,-86.78,35824,1103,SRTV,12.78,4.04,0.355,11.92,5.7,1.8,0.175,11.5,0,0,0,0,0,0,0,0,0.315,0,5.43,1.71,0.085,11.63,13.79,12.73,12.09,0,0,0,35.78,19.07,31.53,31.79,AL,0.000557467,0.000228314,0.000785781,0.000638394,0.000216898,0.000855293,0.110430816,0.049201849,0.159632665,0.186278967,0.046741756,0.233020724,-0.08127219,-0.314942195,2.95049505,28.83939039,15.43876567,1.867985499,0.127
AL,G0101050,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401,1105,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.000205498,0.00035946,0.000564958,0.000203604,0.000341423,0.000545027,0.03717473,0.076262866,0.113437596,0.05941026,0.072436055,0.131846315,0.036568835,-0.139622552,2.801470588,28.83939039,15.43876567,1.867985499,0.129
AL,G0101070,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401,1107,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.000205498,0.00035946,0.000564958,0.000203604,0.000341423,0.000545027,0.03717473,0.076262866,0.113437596,0.05941026,0.072436055,0.131846315,0.036568835,-0.139622552,2.801470588,28.83939039,15.43876567,1.867985499,0.129
AL,G0101090,Troy Af,722267,31.87,-86.02,,1109,SRSO,2.65,0.84,0.205,2.52,9.03,2.85,0.035,19.03,0,0,0,0,0,0,0,0,0.2,0,8.54,2.7,0.02,19.21,2.91,2.68,2.55,0,0,0,33.34,18.93,32.33,21.61,AL,0.000134636,0.00036719,0.000501827,0.000134399,0.000347864,0.000482263,0.022960863,0.077902927,0.10086379,0.039216625,0.073802773,0.113019398,0.040565904,-0.107553287,3,28.83939039,15.43876567,1.867985499,0.129
AL,G0101110,Anniston Metropolitan Ap,722287,33.58,-85.85,36268,1111,SRSO,4.96,1.57,0.255,4.87,5.74,1.81,0.065,12.38,0,0,0,0,0,0,0,0,0.235,0,5.41,1.71,0.035,12.52,5.62,5.18,4.93,0,0,0,33.11,18.98,31.4,24.17,AL,0.000235131,0.000233198,0.000468329,0.000259771,0.000220314,0.000480085,0.042914946,0.049475193,0.092390138,0.075799297,0.046741756,0.122541053,-0.024487993,-0.246047459,3.101910828,28.83939039,15.43876567,1.867985499,0.129
GA,G0101130,Fort Benning Lawson,722250,32.35,-85,36856,1113,SRSO,6.51,2.06,0.285,5.51,8.39,2.65,0.085,17.91,0,0,0,0,0,0,0,0,0.27,0,7.87,2.49,0.04,18.07,6.38,5.88,5.59,0,0,0,34.49,18.98,32.21,24.86,AL,0.000302127,0.000341423,0.000643549,0.000294875,0.000320808,0.000615683,0.056308783,0.072436055,0.128744838,0.086042445,0.068062558,0.154105003,0.045260221,-0.164564189,2.674757282,28.83939039,15.43876567,1.867985499,0.129
AL,G0101150,Birmingham Municipal Ap,722280,33.57,-86.75,35217,1115,SRTV,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.000256219,0.000306956,0.000563175,0.000277824,0.000290466,0.000568291,0.048108474,0.066149152,0.114257627,0.081067202,0.062595686,0.143662887,-0.009002089,-0.204682371,2.954545455,28.83939039,15.43876567,1.867985499,0.127
AL,G0101170,Birmingham Municipal Ap,722280,33.57,-86.75,35217,1117,SRTV,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.000256219,0.000306956,0.000563175,0.000277824,0.000290466,0.000568291,0.048108474,0.066149152,0.114257627,0.081067202,0.062595686,0.143662887,-0.009002089,-0.204682371,2.954545455,28.83939039,15.43876567,1.867985499,0.127
MS,G0101190,Meridian Naas,722345,32.55,-88.57,39309,1119,SRSO,4.56,1.44,0.23,4.77,6.92,2.18,0.06,14.09,0,0,0,0,0,0,0,0,0.215,0,6.58,2.08,0.035,14.24,5.5,5.07,4.82,0,0,0,33.33,18.96,31.75,24.03,AL,0.000215161,0.000280868,0.000496029,0.000254254,0.000267984,0.000522239,0.039361479,0.059588906,0.098950385,0.074189659,0.05685547,0.131045129,-0.050187655,-0.244913675,3.3125,28.83939039,15.43876567,1.867985499,0.129
AL,G0101210,Anniston Metropolitan Ap,722287,33.58,-85.85,36268,1121,SRSO,4.96,1.57,0.255,4.87,5.74,1.81,0.065,12.38,0,0,0,0,0,0,0,0,0.235,0,5.41,1.71,0.035,12.52,5.62,5.18,4.93,0,0,0,33.11,18.98,31.4,24.17,AL,0.000235131,0.000233198,0.000468329,0.000259771,0.000220314,0.000480085,0.042914946,0.049475193,0.092390138,0.075799297,0.046741756,0.122541053,-0.024487993,-0.246047459,3.101910828,28.83939039,15.43876567,1.867985499,0.129
AL,G0101230,Auburn Opelika Apt,722284,32.62,-85.43,36801,1123,SRSO,5.99,1.89,0.26,5.59,5.79,1.83,0.08,13.6,0,0,0,0,0,0,0,0,0.24,0,5.35,1.69,0.04,13.73,6.47,5.97,5.67,0,0,0,33.48,18.95,31.39,24.92,AL,0.000277003,0.000235775,0.000512778,0.000299388,0.000217737,0.000517126,0.051661941,0.05002188,0.101683821,0.087359421,0.046195069,0.133554491,-0.008407527,-0.238634204,2.957671958,28.83939039,15.43876567,1.867985499,0.129
AL,G0101250,Tuscaloosa Municipal Ap,722286,33.22,-87.62,35401,1125,SRSO,4.31,1.36,0.235,3.81,8.82,2.79,0.055,17.9,0,0,0,0,0,0,0,0,0.23,0,8.39,2.65,0.03,18.07,4.4,4.06,3.86,0,0,0,33.85,18.95,32.32,23.01,AL,0.000205498,0.00035946,0.000564958,0.000203604,0.000341423,0.000545027,0.03717473,0.076262866,0.113437596,0.05941026,0.072436055,0.131846315,0.036568835,-0.139622552,2.801470588,28.83939039,15.43876567,1.867985499,0.129
AL,G0101270,Birmingham Municipal Ap,722280,33.57,-86.75,35217,1127,SRSO,5.57,1.76,0.26,5.2,7.66,2.42,0.07,15.88,0,0,0,0,0,0,0,0,0.25,0,7.26,2.29,0.04,16.04,6.01,5.54,5.26,0,0,0,33.92,18.98,31.99,24.52,AL,0.000260254,0.00031179,0.000572044,0.000277824,0.000295041,0.000572865,0.048108474,0.066149152,0.114257627,0.081067202,0.062595686,0.143662887,-0.001433463,-0.204682371,2.954545455,28.83939039,15.43876567,1.867985499,0.129
AL,G0101290,Mobile Regional Ap,722230,30.68,-88.25,36608,1129,SRSO,2.19,0.69,0.16,2.06,11.55,3.65,0.03,24.54,0,0,0,0,0,0,0,0,0.16,0,10.92,3.45,0.02,24.75,2.38,2.2,2.09,0,0,0,33.94,18.82,33.03,21.02,AL,0.000109513,0.000470261,0.000579774,0.000110327,0.000444494,0.000554821,0.018860709,0.099770416,0.118631125,0.032192752,0.094303544,0.126496295,0.044975346,-0.062177084,2.985507246,28.83939039,15.43876567,1.867985499,0.129
AL,G0101310,Montgomery Dannelly Field,722260,32.3,-86.4,36043,1131,SRSO,4.05,1.28,0.215,4.16,8.68,2.74,0.055,17.47,0,0,0,0,0,0,0,0,0.21,0,8.26,2.61,0.03,17.63,4.8,4.43,4.21,0,0,0,33.71,18.94,32.27,23.37,AL,0.000192614,0.000353018,0.000545632,0.000222159,0.000336269,0.000558428,0.034987981,0.074896148,0.109884129,0.064824495,0.071342681,0.136167176,-0.022914894,-0.19302043,3.25,28.83939039,15.43876567,1.867985499,0.129
AL,G0101330,Muscle Shoals Regional Ap,723235,34.75,-87.6,35661,1133,SRTV,6.44,2.03,0.27,5.8,7.08,2.24,0.09,15.17,0,0,0,0,0,0,0,0,0.245,0,6.67,2.11,0.045,15.32,6.72,6.2,5.89,0,0,0,34.04,18.95,31.81,25.15,AL,0.000291735,0.000284124,0.000575859,0.000310923,0.000267635,0.000578558,0.055488752,0.061228968,0.116717719,0.090725027,0.057675501,0.148400528,-0.004664151,-0.213495255,2.857142857,28.83939039,15.43876567,1.867985499,0.127
AK,G0200130,Cold Bay Arpt,703160,55.2,-162.72,99571,2013,AKMS,78.31,24.73,1.5,84.03,0,0,1.15,0,0,0,0,0,0,0,0,0,1.225,0,0,0,0.605,0,97.13,89.61,85.13,0,0,0,56.79,19.76,31.24,109.37,AK,0.00191846,0,0.00191846,0.004493835,0,0.004493835,1.361575054,0,1.361575054,0.912401002,0,0.912401002,-0.573090543,0.492298946,3.397897291,58.0890973,10.74252652,5.40739622,0.073
AK,G0200160,Dutch Harbor,704890,53.9,-166.55,99692,2016,AKMS,50.09,15.82,1.095,54.55,0,0,0.675,0,0,0,0,0,0,0,0,0,1,0,0,0,0.39,0,62.89,58.02,55.12,0,0,0,47,19.68,30.8,77.7,AK,0.001237162,0,0.001237162,0.002909634,0,0.002909634,0.87101162,0,0.87101162,0.590754449,0,0.590754449,-0.574804911,0.474405519,3.448166877,58.0890973,10.74252652,5.40739622,0.073
AK,G0200200,Anchorage Elmendorf,702720,61.25,-149.8,99506,2020,AKGD,55.41,17.5,1.065,48.72,0,0,0.775,0,0,0,0,0,0,0,0,0,0.845,0,0,0,0.355,0,56.56,52.17,49.57,0,0,0,48.75,19.58,30.61,71.75,AK,0.002771488,0,0.002771488,0.002616263,0,0.002616263,0.963508429,0,0.963508429,0.531190272,0,0.531190272,0.059330526,0.813866856,2.784,58.0890973,10.74252652,5.40739622,0.149
AK,G0200500,Bethel Airport,702190,60.78,-161.83,99559,2050,AKMS,151.32,47.78,2.81,114.44,0,0,2.58,0,0,0,0,0,0,0,0,0,1.475,0,0,0,0.905,0,134,123.62,117.43,0,0,0,82.58,19.73,31.79,143.35,AK,0.003700149,0,0.003700149,0.006199395,0,0.006199395,2.630653298,0,2.630653298,1.258687779,0,1.258687779,-0.403143535,1.089996695,2.395144412,58.0890973,10.74252652,5.40739622,0.073
AK,G0200600,King Salmon Arpt,703260,58.68,-156.65,,2060,AKMS,92.38,29.17,1.82,76.35,0,0,1.52,0,0,0,0,0,0,0,0,0,1.175,0,0,0,0.615,0,89.09,82.18,78.07,0,0,0,61.93,19.67,31.21,101.85,AK,0.002266607,0,0.002266607,0.004121229,0,0.004121229,1.606030907,0,1.606030907,0.836749407,0,0.836749407,-0.450016828,0.91936904,2.617415153,58.0890973,10.74252652,5.40739622,0.073
AK,G0200680,Healy River Airport,702647,63.88,-149.02,99743,2068,AKGD,86.93,27.45,1.78,69.98,0,0,1.49,0,0,0,0,0,0,0,0,0,1.115,0,0,0,0.585,0,81.91,75.56,71.78,0,0,0,60.13,19.69,31.12,95.25,AK,0.004363619,0,0.004363619,0.003789244,0,0.003789244,1.511331792,0,1.511331792,0.769345159,0,0.769345159,0.151580326,0.964439204,2.549362477,58.0890973,10.74252652,5.40739622,0.149
AK,G0200700,Dillingham  Amos,703210,59.05,-158.52,,2070,AKMS,74.89,23.65,1.445,66.03,0,0,1.125,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0.49,0,76.79,70.84,67.3,0,0,0,55.63,19.69,30.97,90.53,AK,0.001835447,0,0.001835447,0.003552541,0,0.003552541,1.302112819,0,1.302112819,0.721286542,0,0.721286542,-0.483342653,0.805264266,2.791966173,58.0890973,10.74252652,5.40739622,0.073
AK,G0200900,Fairbanks Intl Arpt,702610,64.82,-147.85,99709,2090,AKGD,166.71,52.64,3.17,104.94,0,0,3,0,0,0,0,0,0,0,0,0,1.53,0,0,0,1.04,0,123.64,114.06,108.35,0,0,0,88.23,19.63,31.99,133.69,AK,0.00833163,0,0.00833163,0.005719973,0,0.005719973,2.898233353,0,2.898233353,1.161348715,0,1.161348715,0.456585646,1.495575461,1.993541033,58.0890973,10.74252652,5.40739622,0.149
AK,G0201100,Juneau IntL Arpt,703810,58.35,-134.58,99801,2110,AKMS,51.11,16.14,1.045,49.02,0,0,0.705,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0.35,0,56.74,52.35,49.73,0,0,0,47.32,19.62,30.65,71.97,AK,0.00125691,0,0.00125691,0.00262529,0,0.00262529,0.888630059,0,0.888630059,0.533023016,0,0.533023016,-0.521230129,0.667151385,3.037174721,58.0890973,10.74252652,5.40739622,0.073
AK,G0201220,Soldotna,702595,60.47,-151.03,,2122,AKGD,67.21,21.22,1.34,57.21,0,0,1.03,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0.445,0,66.54,61.38,58.31,0,0,0,53.01,19.64,30.84,81.02,AK,0.003367884,0,0.003367884,0.003078134,0,0.003078134,1.168322792,0,1.168322792,0.624965668,0,0.624965668,0.094131652,0.869419156,2.69604147,58.0890973,10.74252652,5.40739622,0.149
AK,G0201300,Ketchikan Intl Ap,703950,55.37,-131.72,99901,2130,AKMS,39.7,12.54,0.905,37.96,0,0,0.545,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0.275,0,43.94,40.54,38.51,0,0,0,43.4,19.56,30.46,60.1,AK,0.000983366,0,0.000983366,0.002033033,0,0.002033033,0.690422611,0,0.690422611,0.412774653,0,0.412774653,-0.516305639,0.672638101,3.027113238,58.0890973,10.74252652,5.40739622,0.073
AK,G0201500,Kodiak Airport,703500,57.75,-152.5,99619,2150,AKMS,52.57,16.6,1.105,56.6,0,0,0.725,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0.405,0,65.32,60.25,57.24,0,0,0,47.84,19.64,30.8,79.9,AK,0.001294943,0,0.001294943,0.003021466,0,0.003021466,0.913956567,0,0.913956567,0.613460109,0,0.613460109,-0.571419071,0.489838627,3.409638554,58.0890973,10.74252652,5.40739622,0.073
AK,G0201640,King Salmon Arpt,703260,58.68,-156.65,,2164,AKMS,92.38,29.17,1.82,76.35,0,0,1.52,0,0,0,0,0,0,0,0,0,1.175,0,0,0,0.615,0,89.09,82.18,78.07,0,0,0,61.93,19.67,31.21,101.85,AK,0.002266607,0,0.002266607,0.004121229,0,0.004121229,1.606030907,0,1.606030907,0.836749407,0,0.836749407,-0.450016828,0.91936904,2.617415153,58.0890973,10.74252652,5.40739622,0.073
AK,G0201700,Birchwood,702746,61.42,-149.52,,2170,AKGD,61.73,19.49,1.23,54.23,0,0,0.92,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.41,0,63.04,58.16,55.25,0,0,0,51.06,19.62,30.76,77.78,AK,0.003093198,0,0.003093198,0.002916655,0,0.002916655,1.073073101,0,1.073073101,0.592179916,0,0.592179916,0.060529427,0.812072771,2.78245254,58.0890973,10.74252652,5.40739622,0.149
AK,G0201800,Nome Municipal Arpt,702000,64.52,-165.45,,2180,AKMS,148.2,46.79,2.805,112.59,0,0,2.575,0,0,0,0,0,0,0,0,0,1.515,0,0,0,0.925,0,131.97,121.74,115.65,0,0,0,81.59,19.75,31.86,141.5,AK,0.003627375,0,0.003627375,0.006105116,0,0.006105116,2.57614625,0,2.57614625,1.239545787,0,1.239545787,-0.405846637,1.07829858,2.406283394,58.0890973,10.74252652,5.40739622,0.073
AK,G0201850,Barrow W Post W Rogers Arpt  N,700260,71.32,-156.62,,2185,AKMS,422.6,133.44,6.04,205.24,0,0,5.81,0,0,0,0,0,0,0,0,0,2.535,0,0,0,1.905,0,241.66,222.93,211.78,0,0,0,174.7,20.03,33.86,242.98,AK,0.010201558,0,0.010201558,0.011179673,0,0.011179673,7.346889413,0,7.346889413,2.269853314,0,2.269853314,-0.08749052,2.236724315,1.538069544,58.0890973,10.74252652,5.40739622,0.073
AK,G0201880,Kotzebue Ralph Wein Memorial,701330,66.88,-162.6,,2188,AKMS,258.86,81.74,4.07,153.93,0,0,3.88,0,0,0,0,0,0,0,0,0,1.905,0,0,0,1.335,0,181.08,167.04,158.69,0,0,0,119.1,19.77,32.66,186.81,AK,0.006276138,0,0.006276138,0.008376857,0,0.008376857,4.500410226,0,4.500410226,1.700786334,0,1.700786334,-0.250776514,1.646076192,1.883166137,58.0890973,10.74252652,5.40739622,0.073
AK,G0202200,Sitka Japonski Ap,703710,57.05,-135.37,99835,2220,AKMS,35.09,11.08,0.875,35.4,0,0,0.465,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0.255,0,40.87,37.7,35.82,0,0,0,41.83,19.57,30.47,57.27,AK,0.000874388,0,0.000874388,0.00189061,0,0.00189061,0.610038479,0,0.610038479,0.383858027,0,0.383858027,-0.537510164,0.589229446,3.194945848,58.0890973,10.74252652,5.40739622,0.073
AK,G0202400,Big Delta Allen Aaf,702670,64,-145.72,99731,2240,AKMS,172.43,54.45,3.13,116.41,0,0,2.95,0,0,0,0,0,0,0,0,0,1.52,0,0,0,1.02,0,137.23,126.59,120.26,0,0,0,89.95,19.68,31.96,146.27,AK,0.004211397,0,0.004211397,0.006348337,0,0.006348337,2.997887654,0,2.997887654,1.288928054,0,1.288928054,-0.336614121,1.325876643,2.137924702,58.0890973,10.74252652,5.40739622,0.073
AK,G0202610,Valdez Pioneer Fiel,702756,61.13,-146.27,,2261,AKGD,48.59,15.34,1.02,45.13,0,0,0.63,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0.325,0,52.19,48.15,45.74,0,0,0,46.41,19.64,30.63,67.79,AK,0.002442313,0,0.002442313,0.002414665,0,0.002414665,0.84458396,0,0.84458396,0.490258992,0,0.490258992,0.011449906,0.722730177,2.941981747,58.0890973,10.74252652,5.40739622,0.149
NM,G0400010,Gallup Sen Clarke Fld,723627,35.52,-108.78,87301,4001,NWPP,22.66,7.16,0.585,17.67,0.94,0.3,0.295,1.81,0,0,0,0,0,0,0,0,0.5,0,0.89,0.28,0.13,1.82,20.56,18.96,18.01,0,0,0,37.75,19.24,30.32,38.2,AZ,0.00074259,2.88E-05,0.000771354,0.000950821,2.68E-05,0.000977668,0.207647803,0.008700327,0.21634813,0.227014561,0.008120305,0.235134866,-0.21102614,-0.079897705,2.467877095,30.5978898,12.63259402,2.4221383,0.096
AZ,G0400030,Douglas Bisbee Douglas Intl A,722735,31.47,-109.6,,4003,AZNM,1.47,0.46,0.21,1.22,9.97,3.15,0.02,18.35,0,0,0,0,0,0,0,0,0.2,0,9.52,3,0.01,18.46,1.43,1.32,1.25,0,0,0,33.25,18.86,32.64,20.18,AZ,8.50E-05,0.00039955,0.000484533,6.62E-05,0.000380524,0.00044672,0.013340501,0.091353433,0.104693934,0.015804811,0.087003269,0.102808081,0.084646666,0.018343437,2.652173913,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400050,Flagstaff Pulliam Arpt,723755,35.13,-111.67,86005,4005,NWPP,33.93,10.71,0.76,29.03,0,0,0.45,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0.215,0,33.66,31.05,29.5,0,0,0,41.34,19.44,30.27,50.49,AZ,0.001099743,0,0.001099743,0.00155712,0,0.00155712,0.310601672,0,0.310601672,0.371772263,0,0.371772263,-0.293732743,-0.164537804,2.710550887,30.5978898,12.63259402,2.4221383,0.096
AZ,G0400070,Prescott Love Field,723723,34.65,-112.42,,4007,AZNM,10.83,3.42,0.41,10.38,3.05,0.96,0.14,5.64,0,0,0,0,0,0,0,0,0.385,0,2.9,0.92,0.075,5.69,11.99,11.06,10.51,0,0,0,34.35,19.13,30.79,30.19,AZ,0.000485802,0.000121768,0.000607569,0.000554646,0.000116694,0.00067134,0.099183727,0.027841046,0.127024773,0.132425161,0.026681003,0.159106163,-0.094989687,-0.201635117,3.035087719,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400090,Safford  Amos,722747,32.82,-109.68,85548,4009,AZNM,0.49,0.16,0.165,0.41,15.81,4.99,0.005,26.32,0,0,0,0,0,0,0,0,0.175,0,15.32,4.84,0.005,26.45,0.48,0.45,0.42,0,0,0,34.74,18.79,34.43,19.24,AZ,4.12E-05,0.000632938,0.000674161,2.26E-05,0.000613911,0.000636478,0.004640174,0.144715438,0.149355612,0.005388004,0.140365275,0.145753278,0.059204852,0.024715286,2.5625,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400110,Safford  Amos,722747,32.82,-109.68,85548,4011,AZNM,0.49,0.16,0.165,0.41,15.81,4.99,0.005,26.32,0,0,0,0,0,0,0,0,0.175,0,15.32,4.84,0.005,26.45,0.48,0.45,0.42,0,0,0,34.74,18.79,34.43,19.24,AZ,4.12E-05,0.000632938,0.000674161,2.26E-05,0.000613911,0.000636478,0.004640174,0.144715438,0.149355612,0.005388004,0.140365275,0.145753278,0.059204852,0.024715286,2.5625,30.5978898,12.63259402,2.4221383,0.127
CA,G0400120,Blythe Riverside Co Arpt,747188,33.62,-114.72,,4012,AZNM,0,0,0.09,0,31.52,9.95,0,43.46,0,0,0,0,0,0,0,0,0.095,0,31.28,9.88,0.005,43.61,0,0,0,0,0,0,39.46,18.59,39.39,18.59,AZ,1.14E-05,0.00126207,0.001273486,0,0.001253191,0.001253191,0,0.288560843,0.288560843,0,0.286530767,0.286530767,0.016194332,0.00708502,,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400130,Phoenix Sky Harbor Intl Ap,722780,33.45,-111.98,85034,4013,AZNM,0,0,0.1,0,28.72,9.07,0,41.27,0,0,0,0,0,0,0,0,0.105,0,28.37,8.96,0.005,41.42,0,0,0,0,0,0,38.59,18.56,38.48,18.56,AZ,1.27E-05,0.00115045,0.001163134,0,0.001136497,0.001136497,0,0.263039884,0.263039884,0,0.259849765,0.259849765,0.0234375,0.012276786,,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400150,Kingman  Amos,723700,35.27,-113.95,,4015,AZNM,5.36,1.69,0.29,5.73,12.06,3.81,0.07,18.72,0,0,0,0,0,0,0,0,0.285,0,11.8,3.73,0.045,18.81,6.6,6.09,5.79,0,0,0,35.28,19.03,33.47,25.12,AZ,0.000251146,0.000483265,0.000734411,0.000305406,0.000473118,0.000778524,0.049011842,0.110494152,0.159505994,0.072917652,0.108174065,0.181091717,-0.056662814,-0.119197737,3.390532544,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400170,Winslow Municipal Ap,723740,35.03,-110.72,86247,4017,AZNM,14.57,4.6,0.435,12.98,4,1.26,0.185,6.72,0,0,0,0,0,0,0,0,0.405,0,3.87,1.22,0.095,6.77,15.02,13.85,13.16,0,0,0,35.9,19.14,31.13,32.99,AZ,0.000638645,0.00015982,0.000798465,0.000694561,0.000154746,0.000849307,0.133405013,0.036541373,0.169946386,0.165830784,0.03538133,0.201212114,-0.059862754,-0.155386905,2.82173913,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400190,Tucson International Ap,722740,32.13,-110.95,85706,4019,AZNM,0.56,0.18,0.16,0.54,16.33,5.16,0.01,26.32,0,0,0,0,0,0,0,0,0.155,0,15.89,5.02,0.005,26.45,0.62,0.57,0.54,0,0,0,34.91,18.81,34.6,19.39,AZ,4.31E-05,0.000654501,0.000697627,2.86E-05,0.000636743,0.000665328,0.005220196,0.149645623,0.15486582,0.006824805,0.145585471,0.152410276,0.048545941,0.016111406,3,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400210,Casa Granda  Awos,722748,32.95,-111.77,8512,4021,AZNM,0.13,0.04,0.145,0.12,21.39,6.75,0.005,30.38,0,0,0,0,0,0,0,0,0.145,0,21.13,6.67,0.005,30.5,0.13,0.12,0.12,0,0,0,36.36,18.79,36.24,18.92,AZ,2.35E-05,0.000856178,0.000879644,6.02E-06,0.000846031,0.000852049,0.001160044,0.195757356,0.1969174,0.001436801,0.193437269,0.19487407,0.03238672,0.010485386,3,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400230,Bisbee Douglas Intl AP,722720,31.467,-109.6,,4023,AZNM,1.46,0.46,0.21,1.22,9.96,3.15,0.02,18.32,0,0,0,0,0,0,0,0,0.2,0,9.51,3,0.01,18.44,1.42,1.31,1.25,0,0,0,33.25,18.86,32.63,20.17,AZ,8.50E-05,0.00039955,0.000484533,6.57E-05,0.000380524,0.000446219,0.013340501,0.091353433,0.104693934,0.015685078,0.087003269,0.102688347,0.085865659,0.019530814,2.652173913,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400250,Prescott Love Field,723723,34.65,-112.42,,4025,AZNM,10.83,3.42,0.41,10.38,3.05,0.96,0.14,5.64,0,0,0,0,0,0,0,0,0.385,0,2.9,0.92,0.075,5.69,11.99,11.06,10.51,0,0,0,34.35,19.13,30.79,30.19,AZ,0.000485802,0.000121768,0.000607569,0.000554646,0.000116694,0.00067134,0.099183727,0.027841046,0.127024773,0.132425161,0.026681003,0.159106163,-0.094989687,-0.201635117,3.035087719,30.5978898,12.63259402,2.4221383,0.127
AZ,G0400270,Yuma Intl Arpt,722800,32.67,-114.6,85365,4027,AZNM,0,0,0.06,0,29.18,9.21,0,42.72,0,0,0,0,0,0,0,0,0.065,0,28.78,9.09,0.005,42.88,0,0,0,0,0,0,38.69,18.52,38.57,18.52,AZ,7.61E-06,0.001168207,0.001175818,0,0.001152987,0.001152987,0,0.267100037,0.267100037,0,0.263619906,0.263619906,0.01980198,0.01320132,,30.5978898,12.63259402,2.4221383,0.127
AR,G0500010,Stuttgart  Awos,723416,34.6,-91.57,,5001,SRMV,7.74,2.44,0.28,8.33,8.13,2.57,0.1,16.56,0,0,0,0,0,0,0,0,0.27,0,7.75,2.45,0.06,16.74,9.6,8.86,8.41,0,0,0,34.81,19.01,32.2,27.87,AR,0.000293393,0.000277213,0.000570606,0.000444318,0.000264269,0.000708588,0.05639323,0.059397788,0.115791018,0.099443448,0.05662435,0.156067798,-0.194728142,-0.258072329,3.413934426,24.38452521,11.84185149,2.059181812,0.108
